# x, y, T
6.000e-01,6.000e-01,3.334e+00
7.000e-01,6.000e-01,3.414e+00
8.000e-01,6.000e-01,3.825e+00
9.000e-01,6.000e-01,4.608e+00
1.000e+00,6.000e-01,5.841e+00
1.100e+00,6.000e-01,7.643e+00
1.200e+00,6.000e-01,1.019e+01
1.300e+00,6.000e-01,1.371e+01
1.400e+00,6.000e-01,1.854e+01
1.500e+00,6.000e-01,2.511e+01
1.600e+00,6.000e-01,3.393e+01
1.700e+00,6.000e-01,4.559e+01
1.800e+00,6.000e-01,6.060e+01
1.900e+00,6.000e-01,7.906e+01
2.000e+00,6.000e-01,1.000e+02
0.000e+00,7.000e-01,1.000e+01
1.000e-01,7.000e-01,7.683e+00
2.000e-01,7.000e-01,5.831e+00
3.000e-01,7.000e-01,4.496e+00
4.000e-01,7.000e-01,3.604e+00
5.000e-01,7.000e-01,3.074e+00
6.000e-01,7.000e-01,2.852e+00
7.000e-01,7.000e-01,2.911e+00
8.000e-01,7.000e-01,3.257e+00
9.000e-01,7.000e-01,3.923e+00
1.000e+00,7.000e-01,4.974e+00
1.100e+00,7.000e-01,6.513e+00
1.200e+00,7.000e-01,8.692e+00
1.300e+00,7.000e-01,1.173e+01
1.400e+00,7.000e-01,1.593e+01
1.500e+00,7.000e-01,2.172e+01
1.600e+00,7.000e-01,2.970e+01
1.700e+00,7.000e-01,4.068e+01
1.800e+00,7.000e-01,5.566e+01
1.900e+00,7.000e-01,7.558e+01
2.000e+00,7.000e-01,1.000e+02
0.000e+00,8.000e-01,1.000e+01
1.000e-01,8.000e-01,6.850e+00
2.000e-01,8.000e-01,4.772e+00
3.000e-01,8.000e-01,3.487e+00
4.000e-01,8.000e-01,2.708e+00
5.000e-01,8.000e-01,2.270e+00
6.000e-01,8.000e-01,2.087e+00
7.000e-01,8.000e-01,2.122e+00
8.000e-01,8.000e-01,2.370e+00
9.000e-01,8.000e-01,2.853e+00
1.000e+00,8.000e-01,3.619e+00
1.100e+00,8.000e-01,4.743e+00
1.200e+00,8.000e-01,6.341e+00
1.300e+00,8.000e-01,8.584e+00
1.400e+00,8.000e-01,1.172e+01
1.500e+00,8.000e-01,1.615e+01
1.600e+00,8.000e-01,2.248e+01
1.700e+00,8.000e-01,3.176e+01
1.800e+00,8.000e-01,4.580e+01
1.900e+00,8.000e-01,6.758e+01
2.000e+00,8.000e-01,1.000e+02
0.000e+00,9.000e-01,1.000e+01
1.000e-01,9.000e-01,4.943e+00
2.000e-01,9.000e-01,2.921e+00
3.000e-01,9.000e-01,1.970e+00
4.000e-01,9.000e-01,1.473e+00
5.000e-01,9.000e-01,1.212e+00
6.000e-01,9.000e-01,1.104e+00
7.000e-01,9.000e-01,1.118e+00
8.000e-01,9.000e-01,1.247e+00
9.000e-01,9.000e-01,1.501e+00
1.000e+00,9.000e-01,1.904e+00
1.100e+00,9.000e-01,2.498e+00
1.200e+00,9.000e-01,3.345e+00
1.300e+00,9.000e-01,4.541e+00
1.400e+00,9.000e-01,6.234e+00
1.500e+00,9.000e-01,8.672e+00
1.600e+00,9.000e-01,1.230e+01
1.700e+00,9.000e-01,1.807e+01
1.800e+00,9.000e-01,2.820e+01
1.900e+00,9.000e-01,4.895e+01
2.000e+00,9.000e-01,1.000e+02
0.000e+00,1.000e+00,0.000e+00
1.000e-01,1.000e+00,0.000e+00
2.000e-01,1.000e+00,0.000e+00
3.000e-01,1.000e+00,0.000e+00
4.000e-01,1.000e+00,0.000e+00
5.000e-01,1.000e+00,0.000e+00
6.000e-01,1.000e+00,0.000e+00
7.000e-01,1.000e+00,0.000e+00
8.000e-01,1.000e+00,0.000e+00
9.000e-01,1.000e+00,0.000e+00
1.000e+00,1.000e+00,0.000e+00
1.100e+00,1.000e+00,0.000e+00
1.200e+00,1.000e+00,0.000e+00
1.300e+00,1.000e+00,0.000e+00
1.400e+00,1.000e+00,0.000e+00
1.500e+00,1.000e+00,0.000e+00
1.600e+00,1.000e+00,0.000e+00
1.700e+00,1.000e+00,0.000e+00
1.800e+00,1.000e+00,0.000e+00
1.900e+00,1.000e+00,0.000e+00
2.000e+00,1.000e+00,0.000e+00
